epoch,mpe_mpe-large-spread-v1_magic_aaai64 - _step,mpe_mpe-large-spread-v1_magic_aaai64 - _step__MIN,mpe_mpe-large-spread-v1_magic_aaai64 - _step__MAX,mpe_mpe-large-spread-v1_magic_aaai64 - episode_return,mpe_mpe-large-spread-v1_magic_aaai64 - episode_return__MIN,mpe_mpe-large-spread-v1_magic_aaai64 - episode_return__MAX,mpe_mpe-large-spread-v1_tarmac_aaai64 - _step,mpe_mpe-large-spread-v1_tarmac_aaai64 - _step__MIN,mpe_mpe-large-spread-v1_tarmac_aaai64 - _step__MAX,mpe_mpe-large-spread-v1_tarmac_aaai64 - episode_return,mpe_mpe-large-spread-v1_tarmac_aaai64 - episode_return__MIN,mpe_mpe-large-spread-v1_tarmac_aaai64 - episode_return__MAX,mpe_mpe-large-spread-v1_commnet_aaai64 - _step,mpe_mpe-large-spread-v1_commnet_aaai64 - _step__MIN,mpe_mpe-large-spread-v1_commnet_aaai64 - _step__MAX,mpe_mpe-large-spread-v1_commnet_aaai64 - episode_return,mpe_mpe-large-spread-v1_commnet_aaai64 - episode_return__MIN,mpe_mpe-large-spread-v1_commnet_aaai64 - episode_return__MAX,mpe_mpe-large-spread-v1_ic3net_aaai64 - _step,mpe_mpe-large-spread-v1_ic3net_aaai64 - _step__MIN,mpe_mpe-large-spread-v1_ic3net_aaai64 - _step__MAX,mpe_mpe-large-spread-v1_ic3net_aaai64 - episode_return,mpe_mpe-large-spread-v1_ic3net_aaai64 - episode_return__MIN,mpe_mpe-large-spread-v1_ic3net_aaai64 - episode_return__MAX,mpe_mpe-large-spread-v1_tiecomm_aaai - _step,mpe_mpe-large-spread-v1_tiecomm_aaai - _step__MIN,mpe_mpe-large-spread-v1_tiecomm_aaai - _step__MAX,mpe_mpe-large-spread-v1_tiecomm_aaai - episode_return,mpe_mpe-large-spread-v1_tiecomm_aaai - episode_return__MIN,mpe_mpe-large-spread-v1_tiecomm_aaai - episode_return__MAX
496,496,496,496,-433.9166667,-433.9166667,-433.9166667,496,496,496,-465.25,-465.25,-465.25,496,496,496,-486.2833333,-486.2833333,-486.2833333,496,496,496,-489.9833333,-489.9833333,-489.9833333,496,496,496,-452.1333333,-452.1333333,-452.1333333
497,497,497,497,-509.2333333,-509.2333333,-509.2333333,497,497,497,-475.4833333,-475.4833333,-475.4833333,497,497,497,-501.4833333,-501.4833333,-501.4833333,497,497,497,-493.65,-493.65,-493.65,497,497,497,-380.1166667,-380.1166667,-380.1166667
498,498,498,498,-427.4833333,-427.4833333,-427.4833333,498,498,498,-514.0833333,-514.0833333,-514.0833333,498,498,498,-513.5666667,-513.5666667,-513.5666667,498,498,498,-460.6666667,-460.6666667,-460.6666667,498,498,498,-398.9666667,-398.9666667,-398.9666667
499,499,499,499,-425.65,-425.65,-425.65,499,499,499,-437.5833333,-437.5833333,-437.5833333,499,499,499,-433.6333333,-433.6333333,-433.6333333,499,499,499,-552.1833333,-552.1833333,-552.1833333,499,499,499,-435.8833333,-435.8833333,-435.8833333
500,500,500,500,-520.1833333,-520.1833333,-520.1833333,500,500,500,-599.05,-599.05,-599.05,500,500,500,-534.7833333,-534.7833333,-534.7833333,500,500,500,-536.9666667,-536.9666667,-536.9666667,500,500,500,-385.2166667,-385.2166667,-385.2166667
501,501,501,501,-465.3166667,-465.3166667,-465.3166667,501,501,501,-521,-521,-521,501,501,501,-461.9333333,-461.9333333,-461.9333333,501,501,501,-568.4,-568.4,-568.4,501,501,501,-469.4333333,-469.4333333,-469.4333333
502,502,502,502,-472.65,-472.65,-472.65,502,502,502,-485.5166667,-485.5166667,-485.5166667,502,502,502,-598.0166667,-598.0166667,-598.0166667,502,502,502,-505.0666667,-505.0666667,-505.0666667,502,502,502,-365.0333333,-365.0333333,-365.0333333
503,503,503,503,-503.5333333,-503.5333333,-503.5333333,503,503,503,-486.6,-486.6,-486.6,503,503,503,-558.8166667,-558.8166667,-558.8166667,503,503,503,-478.4,-478.4,-478.4,503,503,503,-482.5833333,-482.5833333,-482.5833333
504,504,504,504,-464.8333333,-464.8333333,-464.8333333,504,504,504,-478.3666667,-478.3666667,-478.3666667,504,504,504,-486.4333333,-486.4333333,-486.4333333,504,504,504,-510.4666667,-510.4666667,-510.4666667,504,504,504,-393.2333333,-393.2333333,-393.2333333
505,505,505,505,-491.9333333,-491.9333333,-491.9333333,505,505,505,-514.5833333,-514.5833333,-514.5833333,505,505,505,-473.75,-473.75,-473.75,505,505,505,-446.3833333,-446.3833333,-446.3833333,505,505,505,-419.7,-419.7,-419.7
506,506,506,506,-479.2666667,-479.2666667,-479.2666667,506,506,506,-533.7166667,-533.7166667,-533.7166667,506,506,506,-503.7666667,-503.7666667,-503.7666667,506,506,506,-607.2,-607.2,-607.2,506,506,506,-424.8333333,-424.8333333,-424.8333333
507,507,507,507,-455.5166667,-455.5166667,-455.5166667,507,507,507,-468.15,-468.15,-468.15,507,507,507,-523.3,-523.3,-523.3,507,507,507,-546.1333333,-546.1333333,-546.1333333,507,507,507,-419.2666667,-419.2666667,-419.2666667
508,508,508,508,-510.35,-510.35,-510.35,508,508,508,-486.0333333,-486.0333333,-486.0333333,508,508,508,-471.0666667,-471.0666667,-471.0666667,508,508,508,-551.4333333,-551.4333333,-551.4333333,508,508,508,-398.15,-398.15,-398.15
509,509,509,509,-485.2666667,-485.2666667,-485.2666667,509,509,509,-542.0333333,-542.0333333,-542.0333333,509,509,509,-512.2333333,-512.2333333,-512.2333333,509,509,509,-534.0166667,-534.0166667,-534.0166667,509,509,509,-420.1666667,-420.1666667,-420.1666667
510,510,510,510,-436.5333333,-436.5333333,-436.5333333,510,510,510,-546.0166667,-546.0166667,-546.0166667,510,510,510,-473.8666667,-473.8666667,-473.8666667,510,510,510,-485.7,-485.7,-485.7,510,510,510,-447.7666667,-447.7666667,-447.7666667
511,511,511,511,-443.7,-443.7,-443.7,511,511,511,-514.2166667,-514.2166667,-514.2166667,511,511,511,-460.0666667,-460.0666667,-460.0666667,511,511,511,-504.7333333,-504.7333333,-504.7333333,511,511,511,-366.95,-366.95,-366.95
512,512,512,512,-497.6833333,-497.6833333,-497.6833333,512,512,512,-457.6166667,-457.6166667,-457.6166667,512,512,512,-527.3333333,-527.3333333,-527.3333333,512,512,512,-538.4166667,-538.4166667,-538.4166667,512,512,512,-412.6166667,-412.6166667,-412.6166667
513,513,513,513,-424.55,-424.55,-424.55,513,513,513,-470.8,-470.8,-470.8,513,513,513,-539.2,-539.2,-539.2,513,513,513,-576.6833333,-576.6833333,-576.6833333,513,513,513,-443.9166667,-443.9166667,-443.9166667
514,514,514,514,-517.2,-517.2,-517.2,514,514,514,-549.6,-549.6,-549.6,514,514,514,-503.9166667,-503.9166667,-503.9166667,514,514,514,-492.4666667,-492.4666667,-492.4666667,514,514,514,-391.6833333,-391.6833333,-391.6833333
515,515,515,515,-486.65,-486.65,-486.65,515,515,515,-481.9333333,-481.9333333,-481.9333333,515,515,515,-460.4,-460.4,-460.4,515,515,515,-599.25,-599.25,-599.25,515,515,515,-444.85,-444.85,-444.85
516,516,516,516,-434.5833333,-434.5833333,-434.5833333,516,516,516,-518.3,-518.3,-518.3,516,516,516,-440.65,-440.65,-440.65,516,516,516,-484.3333333,-484.3333333,-484.3333333,516,516,516,-386.0833333,-386.0833333,-386.0833333
517,517,517,517,-415.5833333,-415.5833333,-415.5833333,517,517,517,-513.2833333,-513.2833333,-513.2833333,517,517,517,-527.4666667,-527.4666667,-527.4666667,517,517,517,-539.35,-539.35,-539.35,517,517,517,-442.85,-442.85,-442.85
518,518,518,518,-481.9333333,-481.9333333,-481.9333333,518,518,518,-490.7166667,-490.7166667,-490.7166667,518,518,518,-487.9333333,-487.9333333,-487.9333333,518,518,518,-523.9666667,-523.9666667,-523.9666667,518,518,518,-439.3666667,-439.3666667,-439.3666667
519,519,519,519,-468.0166667,-468.0166667,-468.0166667,519,519,519,-572.3,-572.3,-572.3,519,519,519,-539.5,-539.5,-539.5,519,519,519,-489.85,-489.85,-489.85,519,519,519,-457.55,-457.55,-457.55
520,520,520,520,-457.5333333,-457.5333333,-457.5333333,520,520,520,-475.05,-475.05,-475.05,520,520,520,-493.6166667,-493.6166667,-493.6166667,520,520,520,-561.45,-561.45,-561.45,520,520,520,-434.9333333,-434.9333333,-434.9333333
521,521,521,521,-419.8333333,-419.8333333,-419.8333333,521,521,521,-518.5333333,-518.5333333,-518.5333333,521,521,521,-496.2,-496.2,-496.2,521,521,521,-538.55,-538.55,-538.55,521,521,521,-447.15,-447.15,-447.15
522,522,522,522,-512.0833333,-512.0833333,-512.0833333,522,522,522,-499.5,-499.5,-499.5,522,522,522,-489.4833333,-489.4833333,-489.4833333,522,522,522,-480.3166667,-480.3166667,-480.3166667,522,522,522,-396.6333333,-396.6333333,-396.6333333
523,523,523,523,-460.5833333,-460.5833333,-460.5833333,523,523,523,-460.7166667,-460.7166667,-460.7166667,523,523,523,-454.9333333,-454.9333333,-454.9333333,523,523,523,-477.5833333,-477.5833333,-477.5833333,523,523,523,-418.0333333,-418.0333333,-418.0333333
524,524,524,524,-442.3333333,-442.3333333,-442.3333333,524,524,524,-498.0666667,-498.0666667,-498.0666667,524,524,524,-550.1833333,-550.1833333,-550.1833333,524,524,524,-501.4,-501.4,-501.4,524,524,524,-402.7666667,-402.7666667,-402.7666667
525,525,525,525,-439.3833333,-439.3833333,-439.3833333,525,525,525,-539.3666667,-539.3666667,-539.3666667,525,525,525,-435.6166667,-435.6166667,-435.6166667,525,525,525,-513.9333333,-513.9333333,-513.9333333,525,525,525,-429.05,-429.05,-429.05
526,526,526,526,-470.25,-470.25,-470.25,526,526,526,-497.7166667,-497.7166667,-497.7166667,526,526,526,-589.35,-589.35,-589.35,526,526,526,-492.8666667,-492.8666667,-492.8666667,526,526,526,-487.8166667,-487.8166667,-487.8166667
527,527,527,527,-453.9,-453.9,-453.9,527,527,527,-543.5166667,-543.5166667,-543.5166667,527,527,527,-519.3,-519.3,-519.3,527,527,527,-539.0333333,-539.0333333,-539.0333333,527,527,527,-404.6166667,-404.6166667,-404.6166667
528,528,528,528,-419.5833333,-419.5833333,-419.5833333,528,528,528,-547.2833333,-547.2833333,-547.2833333,528,528,528,-449.6833333,-449.6833333,-449.6833333,528,528,528,-514.75,-514.75,-514.75,528,528,528,-423.3333333,-423.3333333,-423.3333333
529,529,529,529,-459.7166667,-459.7166667,-459.7166667,529,529,529,-504.3,-504.3,-504.3,529,529,529,-512.5333333,-512.5333333,-512.5333333,529,529,529,-553.05,-553.05,-553.05,529,529,529,-412.4333333,-412.4333333,-412.4333333
530,530,530,530,-484.8333333,-484.8333333,-484.8333333,530,530,530,-498.5166667,-498.5166667,-498.5166667,530,530,530,-517.3333333,-517.3333333,-517.3333333,530,530,530,-500.9166667,-500.9166667,-500.9166667,530,530,530,-415.4666667,-415.4666667,-415.4666667
531,531,531,531,-500.5166667,-500.5166667,-500.5166667,531,531,531,-485.2833333,-485.2833333,-485.2833333,531,531,531,-516.75,-516.75,-516.75,531,531,531,-508.7166667,-508.7166667,-508.7166667,531,531,531,-432.1666667,-432.1666667,-432.1666667
532,532,532,532,-449.0666667,-449.0666667,-449.0666667,532,532,532,-562.85,-562.85,-562.85,532,532,532,-494.1833333,-494.1833333,-494.1833333,532,532,532,-428.0666667,-428.0666667,-428.0666667,532,532,532,-432.6166667,-432.6166667,-432.6166667
533,533,533,533,-477.5166667,-477.5166667,-477.5166667,533,533,533,-567.45,-567.45,-567.45,533,533,533,-468.65,-468.65,-468.65,533,533,533,-534.8166667,-534.8166667,-534.8166667,533,533,533,-389.7166667,-389.7166667,-389.7166667
534,534,534,534,-474.8833333,-474.8833333,-474.8833333,534,534,534,-469.0166667,-469.0166667,-469.0166667,534,534,534,-428.2666667,-428.2666667,-428.2666667,534,534,534,-535.7,-535.7,-535.7,534,534,534,-429.5,-429.5,-429.5
535,535,535,535,-456.8833333,-456.8833333,-456.8833333,535,535,535,-499.1166667,-499.1166667,-499.1166667,535,535,535,-420.4,-420.4,-420.4,535,535,535,-501.75,-501.75,-501.75,535,535,535,-432.4666667,-432.4666667,-432.4666667
536,536,536,536,-445.1333333,-445.1333333,-445.1333333,536,536,536,-485.9,-485.9,-485.9,536,536,536,-473.5666667,-473.5666667,-473.5666667,536,536,536,-529.4333333,-529.4333333,-529.4333333,536,536,536,-388.1833333,-388.1833333,-388.1833333
537,537,537,537,-408.4666667,-408.4666667,-408.4666667,537,537,537,-515.55,-515.55,-515.55,537,537,537,-447.9166667,-447.9166667,-447.9166667,537,537,537,-561.7166667,-561.7166667,-561.7166667,537,537,537,-392.6,-392.6,-392.6
538,538,538,538,-469.2333333,-469.2333333,-469.2333333,538,538,538,-489.9,-489.9,-489.9,538,538,538,-544.1,-544.1,-544.1,538,538,538,-489.6,-489.6,-489.6,538,538,538,-409.8166667,-409.8166667,-409.8166667
539,539,539,539,-479.25,-479.25,-479.25,539,539,539,-518.05,-518.05,-518.05,539,539,539,-487.5833333,-487.5833333,-487.5833333,539,539,539,-534.1666667,-534.1666667,-534.1666667,539,539,539,-391.9333333,-391.9333333,-391.9333333
540,540,540,540,-431.0666667,-431.0666667,-431.0666667,540,540,540,-526.4166667,-526.4166667,-526.4166667,540,540,540,-506.3,-506.3,-506.3,540,540,540,-569.2166667,-569.2166667,-569.2166667,540,540,540,-389.3333333,-389.3333333,-389.3333333
541,541,541,541,-474.8833333,-474.8833333,-474.8833333,541,541,541,-516.8333333,-516.8333333,-516.8333333,541,541,541,-428.7,-428.7,-428.7,541,541,541,-474.6166667,-474.6166667,-474.6166667,541,541,541,-429.3666667,-429.3666667,-429.3666667
542,542,542,542,-546.6,-546.6,-546.6,542,542,542,-504.9166667,-504.9166667,-504.9166667,542,542,542,-431.5833333,-431.5833333,-431.5833333,542,542,542,-464.1166667,-464.1166667,-464.1166667,542,542,542,-403.85,-403.85,-403.85
543,543,543,543,-470.6833333,-470.6833333,-470.6833333,543,543,543,-442.75,-442.75,-442.75,543,543,543,-516.6166667,-516.6166667,-516.6166667,543,543,543,-505,-505,-505,543,543,543,-414.85,-414.85,-414.85
544,544,544,544,-538.9666667,-538.9666667,-538.9666667,544,544,544,-412.95,-412.95,-412.95,544,544,544,-491.2833333,-491.2833333,-491.2833333,544,544,544,-490.9333333,-490.9333333,-490.9333333,544,544,544,-418.6,-418.6,-418.6
545,545,545,545,-422.4666667,-422.4666667,-422.4666667,545,545,545,-497.4666667,-497.4666667,-497.4666667,545,545,545,-502.0666667,-502.0666667,-502.0666667,545,545,545,-507.3666667,-507.3666667,-507.3666667,545,545,545,-393.3166667,-393.3166667,-393.3166667
546,546,546,546,-500.8,-500.8,-500.8,546,546,546,-539.5333333,-539.5333333,-539.5333333,546,546,546,-496.75,-496.75,-496.75,546,546,546,-519.4833333,-519.4833333,-519.4833333,546,546,546,-379.0166667,-379.0166667,-379.0166667
547,547,547,547,-439.05,-439.05,-439.05,547,547,547,-541.2666667,-541.2666667,-541.2666667,547,547,547,-474.4166667,-474.4166667,-474.4166667,547,547,547,-507.8333333,-507.8333333,-507.8333333,547,547,547,-446.5333333,-446.5333333,-446.5333333
548,548,548,548,-498.3333333,-498.3333333,-498.3333333,548,548,548,-525.5,-525.5,-525.5,548,548,548,-526.6166667,-526.6166667,-526.6166667,548,548,548,-502.7,-502.7,-502.7,548,548,548,-416,-416,-416
549,549,549,549,-420.45,-420.45,-420.45,549,549,549,-493.45,-493.45,-493.45,549,549,549,-489.2333333,-489.2333333,-489.2333333,549,549,549,-460.05,-460.05,-460.05,549,549,549,-398.6666667,-398.6666667,-398.6666667
550,550,550,550,-478.2166667,-478.2166667,-478.2166667,550,550,550,-463.9166667,-463.9166667,-463.9166667,550,550,550,-478.15,-478.15,-478.15,550,550,550,-486.3833333,-486.3833333,-486.3833333,550,550,550,-346.6333333,-346.6333333,-346.6333333
551,551,551,551,-488.6666667,-488.6666667,-488.6666667,551,551,551,-530.6,-530.6,-530.6,551,551,551,-504.0833333,-504.0833333,-504.0833333,551,551,551,-441.9166667,-441.9166667,-441.9166667,551,551,551,-375.75,-375.75,-375.75
552,552,552,552,-482.5,-482.5,-482.5,552,552,552,-537.1166667,-537.1166667,-537.1166667,552,552,552,-553.2166667,-553.2166667,-553.2166667,552,552,552,-585.75,-585.75,-585.75,552,552,552,-399.1666667,-399.1666667,-399.1666667
553,553,553,553,-437.3666667,-437.3666667,-437.3666667,553,553,553,-452.8166667,-452.8166667,-452.8166667,553,553,553,-458.25,-458.25,-458.25,553,553,553,-505.8,-505.8,-505.8,553,553,553,-392.4166667,-392.4166667,-392.4166667
554,554,554,554,-484.4666667,-484.4666667,-484.4666667,554,554,554,-524.5833333,-524.5833333,-524.5833333,554,554,554,-457.8833333,-457.8833333,-457.8833333,554,554,554,-511.7,-511.7,-511.7,554,554,554,-422.6333333,-422.6333333,-422.6333333
555,555,555,555,-430.1666667,-430.1666667,-430.1666667,555,555,555,-452.1333333,-452.1333333,-452.1333333,555,555,555,-539.6166667,-539.6166667,-539.6166667,555,555,555,-495.65,-495.65,-495.65,555,555,555,-387.5,-387.5,-387.5
556,556,556,556,-468.6,-468.6,-468.6,556,556,556,-554.1,-554.1,-554.1,556,556,556,-487.8,-487.8,-487.8,556,556,556,-520.3833333,-520.3833333,-520.3833333,556,556,556,-433.8833333,-433.8833333,-433.8833333
557,557,557,557,-449.1166667,-449.1166667,-449.1166667,557,557,557,-460.7666667,-460.7666667,-460.7666667,557,557,557,-497.1,-497.1,-497.1,557,557,557,-464.9833333,-464.9833333,-464.9833333,557,557,557,-362.2666667,-362.2666667,-362.2666667
558,558,558,558,-482.4166667,-482.4166667,-482.4166667,558,558,558,-521.2666667,-521.2666667,-521.2666667,558,558,558,-512.5333333,-512.5333333,-512.5333333,558,558,558,-537.25,-537.25,-537.25,558,558,558,-424.35,-424.35,-424.35
559,559,559,559,-436.5666667,-436.5666667,-436.5666667,559,559,559,-504.7333333,-504.7333333,-504.7333333,559,559,559,-507.05,-507.05,-507.05,559,559,559,-566.8166667,-566.8166667,-566.8166667,559,559,559,-406.95,-406.95,-406.95
560,560,560,560,-461.7666667,-461.7666667,-461.7666667,560,560,560,-460.5833333,-460.5833333,-460.5833333,560,560,560,-454.3,-454.3,-454.3,560,560,560,-547.1,-547.1,-547.1,560,560,560,-384.4,-384.4,-384.4
561,561,561,561,-539.7833333,-539.7833333,-539.7833333,561,561,561,-528.3,-528.3,-528.3,561,561,561,-504.7666667,-504.7666667,-504.7666667,561,561,561,-485.0666667,-485.0666667,-485.0666667,561,561,561,-368.35,-368.35,-368.35
562,562,562,562,-396.15,-396.15,-396.15,562,562,562,-523.85,-523.85,-523.85,562,562,562,-442.3833333,-442.3833333,-442.3833333,562,562,562,-526.7666667,-526.7666667,-526.7666667,562,562,562,-381.3166667,-381.3166667,-381.3166667
563,563,563,563,-435.3333333,-435.3333333,-435.3333333,563,563,563,-507.0166667,-507.0166667,-507.0166667,563,563,563,-444.9166667,-444.9166667,-444.9166667,563,563,563,-489.2,-489.2,-489.2,563,563,563,-412,-412,-412
564,564,564,564,-552.5,-552.5,-552.5,564,564,564,-520.7,-520.7,-520.7,564,564,564,-491.3666667,-491.3666667,-491.3666667,564,564,564,-491.2333333,-491.2333333,-491.2333333,564,564,564,-387.2333333,-387.2333333,-387.2333333
565,565,565,565,-464.2666667,-464.2666667,-464.2666667,565,565,565,-572.2333333,-572.2333333,-572.2333333,565,565,565,-519.5166667,-519.5166667,-519.5166667,565,565,565,-484.6,-484.6,-484.6,565,565,565,-387.3,-387.3,-387.3
566,566,566,566,-451.9833333,-451.9833333,-451.9833333,566,566,566,-508.95,-508.95,-508.95,566,566,566,-455.2833333,-455.2833333,-455.2833333,566,566,566,-520.35,-520.35,-520.35,566,566,566,-382.0333333,-382.0333333,-382.0333333
567,567,567,567,-462.2833333,-462.2833333,-462.2833333,567,567,567,-468.1333333,-468.1333333,-468.1333333,567,567,567,-538.5,-538.5,-538.5,567,567,567,-492.7833333,-492.7833333,-492.7833333,567,567,567,-397.75,-397.75,-397.75
568,568,568,568,-372.3666667,-372.3666667,-372.3666667,568,568,568,-522.2666667,-522.2666667,-522.2666667,568,568,568,-480.4333333,-480.4333333,-480.4333333,568,568,568,-557.9666667,-557.9666667,-557.9666667,568,568,568,-381.1166667,-381.1166667,-381.1166667
569,569,569,569,-525.7666667,-525.7666667,-525.7666667,569,569,569,-499.6,-499.6,-499.6,569,569,569,-467.0833333,-467.0833333,-467.0833333,569,569,569,-510.5666667,-510.5666667,-510.5666667,569,569,569,-450.4666667,-450.4666667,-450.4666667
570,570,570,570,-533.1833333,-533.1833333,-533.1833333,570,570,570,-488.6666667,-488.6666667,-488.6666667,570,570,570,-519.2833333,-519.2833333,-519.2833333,570,570,570,-516.9166667,-516.9166667,-516.9166667,570,570,570,-433.7333333,-433.7333333,-433.7333333
571,571,571,571,-555.85,-555.85,-555.85,571,571,571,-568.55,-568.55,-568.55,571,571,571,-519.3333333,-519.3333333,-519.3333333,571,571,571,-482,-482,-482,571,571,571,-392.0333333,-392.0333333,-392.0333333
572,572,572,572,-451.6166667,-451.6166667,-451.6166667,572,572,572,-497.8166667,-497.8166667,-497.8166667,572,572,572,-427.5666667,-427.5666667,-427.5666667,572,572,572,-507.7833333,-507.7833333,-507.7833333,572,572,572,-379.05,-379.05,-379.05
573,573,573,573,-489.4666667,-489.4666667,-489.4666667,573,573,573,-487.3333333,-487.3333333,-487.3333333,573,573,573,-487.2666667,-487.2666667,-487.2666667,573,573,573,-469.4166667,-469.4166667,-469.4166667,573,573,573,-395.7166667,-395.7166667,-395.7166667
574,574,574,574,-477.5333333,-477.5333333,-477.5333333,574,574,574,-589.2833333,-589.2833333,-589.2833333,574,574,574,-481.0833333,-481.0833333,-481.0833333,574,574,574,-480.6833333,-480.6833333,-480.6833333,574,574,574,-385.4666667,-385.4666667,-385.4666667
575,575,575,575,-474.0333333,-474.0333333,-474.0333333,575,575,575,-530.5333333,-530.5333333,-530.5333333,575,575,575,-554.4833333,-554.4833333,-554.4833333,575,575,575,-521,-521,-521,575,575,575,-411.45,-411.45,-411.45
576,576,576,576,-446.5833333,-446.5833333,-446.5833333,576,576,576,-518.5166667,-518.5166667,-518.5166667,576,576,576,-539.4333333,-539.4333333,-539.4333333,576,576,576,-497.65,-497.65,-497.65,576,576,576,-401.6833333,-401.6833333,-401.6833333
577,577,577,577,-573.2,-573.2,-573.2,577,577,577,-482.4333333,-482.4333333,-482.4333333,577,577,577,-540.7,-540.7,-540.7,577,577,577,-520.6833333,-520.6833333,-520.6833333,577,577,577,-350.8,-350.8,-350.8
578,578,578,578,-487.0666667,-487.0666667,-487.0666667,578,578,578,-502.0666667,-502.0666667,-502.0666667,578,578,578,-536.1833333,-536.1833333,-536.1833333,578,578,578,-524.3666667,-524.3666667,-524.3666667,578,578,578,-387.35,-387.35,-387.35
579,579,579,579,-509.8666667,-509.8666667,-509.8666667,579,579,579,-516.4333333,-516.4333333,-516.4333333,579,579,579,-525.9333333,-525.9333333,-525.9333333,579,579,579,-501.6666667,-501.6666667,-501.6666667,579,579,579,-428.2833333,-428.2833333,-428.2833333
580,580,580,580,-582.4333333,-582.4333333,-582.4333333,580,580,580,-438.0166667,-438.0166667,-438.0166667,580,580,580,-528.05,-528.05,-528.05,580,580,580,-460.45,-460.45,-460.45,580,580,580,-390.7166667,-390.7166667,-390.7166667
581,581,581,581,-459.9666667,-459.9666667,-459.9666667,581,581,581,-456.15,-456.15,-456.15,581,581,581,-528.3833333,-528.3833333,-528.3833333,581,581,581,-537.1333333,-537.1333333,-537.1333333,581,581,581,-407.4333333,-407.4333333,-407.4333333
582,582,582,582,-525.4,-525.4,-525.4,582,582,582,-499.8833333,-499.8833333,-499.8833333,582,582,582,-509.6,-509.6,-509.6,582,582,582,-568.45,-568.45,-568.45,582,582,582,-390.8333333,-390.8333333,-390.8333333
583,583,583,583,-485.3666667,-485.3666667,-485.3666667,583,583,583,-498.8,-498.8,-498.8,583,583,583,-477.6166667,-477.6166667,-477.6166667,583,583,583,-524.2333333,-524.2333333,-524.2333333,583,583,583,-366.6333333,-366.6333333,-366.6333333
584,584,584,584,-519.2833333,-519.2833333,-519.2833333,584,584,584,-516.1833333,-516.1833333,-516.1833333,584,584,584,-486,-486,-486,584,584,584,-532.2666667,-532.2666667,-532.2666667,584,584,584,-402.4666667,-402.4666667,-402.4666667
585,585,585,585,-476.4333333,-476.4333333,-476.4333333,585,585,585,-507.6166667,-507.6166667,-507.6166667,585,585,585,-533.5333333,-533.5333333,-533.5333333,585,585,585,-512.5666667,-512.5666667,-512.5666667,585,585,585,-411.5666667,-411.5666667,-411.5666667
586,586,586,586,-504.35,-504.35,-504.35,586,586,586,-495.8166667,-495.8166667,-495.8166667,586,586,586,-451.2666667,-451.2666667,-451.2666667,586,586,586,-596.85,-596.85,-596.85,586,586,586,-381.1166667,-381.1166667,-381.1166667
587,587,587,587,-406.2666667,-406.2666667,-406.2666667,587,587,587,-500.7333333,-500.7333333,-500.7333333,587,587,587,-459.7166667,-459.7166667,-459.7166667,587,587,587,-553.5666667,-553.5666667,-553.5666667,587,587,587,-400.0333333,-400.0333333,-400.0333333
588,588,588,588,-441.2,-441.2,-441.2,588,588,588,-500.5666667,-500.5666667,-500.5666667,588,588,588,-486.1666667,-486.1666667,-486.1666667,588,588,588,-552.4666667,-552.4666667,-552.4666667,588,588,588,-419.2666667,-419.2666667,-419.2666667
589,589,589,589,-472.9333333,-472.9333333,-472.9333333,589,589,589,-462.15,-462.15,-462.15,589,589,589,-511.8666667,-511.8666667,-511.8666667,589,589,589,-544.45,-544.45,-544.45,589,589,589,-418.9666667,-418.9666667,-418.9666667
590,590,590,590,-481.1166667,-481.1166667,-481.1166667,590,590,590,-499.1333333,-499.1333333,-499.1333333,590,590,590,-413.7,-413.7,-413.7,590,590,590,-530.5666667,-530.5666667,-530.5666667,590,590,590,-401.6,-401.6,-401.6
591,591,591,591,-482.85,-482.85,-482.85,591,591,591,-505.95,-505.95,-505.95,591,591,591,-516.2166667,-516.2166667,-516.2166667,591,591,591,-530.9833333,-530.9833333,-530.9833333,591,591,591,-379.85,-379.85,-379.85
592,592,592,592,-482.35,-482.35,-482.35,592,592,592,-527.85,-527.85,-527.85,592,592,592,-505.7833333,-505.7833333,-505.7833333,592,592,592,-501.3666667,-501.3666667,-501.3666667,592,592,592,-396.8,-396.8,-396.8
593,593,593,593,-426.4,-426.4,-426.4,593,593,593,-542.0333333,-542.0333333,-542.0333333,593,593,593,-457.7166667,-457.7166667,-457.7166667,593,593,593,-526.0333333,-526.0333333,-526.0333333,593,593,593,-418.9333333,-418.9333333,-418.9333333
594,594,594,594,-499.6666667,-499.6666667,-499.6666667,594,594,594,-495.4666667,-495.4666667,-495.4666667,594,594,594,-514.2,-514.2,-514.2,594,594,594,-501.5,-501.5,-501.5,594,594,594,-412.4166667,-412.4166667,-412.4166667
595,595,595,595,-505.25,-505.25,-505.25,595,595,595,-580.9833333,-580.9833333,-580.9833333,595,595,595,-463.9666667,-463.9666667,-463.9666667,595,595,595,-513.1,-513.1,-513.1,595,595,595,-391.9833333,-391.9833333,-391.9833333
596,596,596,596,-518,-518,-518,596,596,596,-472.2666667,-472.2666667,-472.2666667,596,596,596,-478.2166667,-478.2166667,-478.2166667,596,596,596,-512.3666667,-512.3666667,-512.3666667,596,596,596,-359.6833333,-359.6833333,-359.6833333
597,597,597,597,-566.5333333,-566.5333333,-566.5333333,597,597,597,-511.7666667,-511.7666667,-511.7666667,597,597,597,-415.7166667,-415.7166667,-415.7166667,597,597,597,-557.1333333,-557.1333333,-557.1333333,597,597,597,-422.6333333,-422.6333333,-422.6333333
